Symbol,Name
PFBC,Preferred Bank Common Stock
PFC,Premier Financial Corp. Common Stock
PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated
PFDR,Pathfinder Acquisition Corporation Class A Ordinary Shares
PFDRU,Pathfinder Acquisition Corporation Unit
PFDRW,Pathfinder Acquisition Corporation Warrant
PFE,Pfizer Inc. Common Stock
PFG,Principal Financial Group Inc Common Stock
PFGC,Performance Food Group Company Common Stock
PFH,Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060
PFHD,Professional Holding Corp. Class A Common stock
PFIE,Profire Energy Inc. Common Stock
PFIN,P & F Industries Inc. Class A Common Stock
PFIS,Peoples Financial Services Corp. Common Stock
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock
PFMT,Performant Financial Corporation Common Stock
PFN,PIMCO Income Strategy Fund II
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated
PFS,Provident Financial Services Inc Common Stock
PFSI,PennyMac Financial Services Inc. Common Stock
PFSW,PFSweb Inc. Common Stock
PFTA,Portage Fintech Acquisition Corporation Class A Ordinary Share
PFTAU,Portage Fintech Acquisition Corporation Unit
PFX,PhenixFIN Corporation Common Stock
PFXNL,PhenixFIN Corporation 6.125% Senior Notes due 2023
PFXNZ,PhenixFIN Corporation  5.25% Notes due 2028
PG,Procter & Gamble Company (The) Common Stock
PGC,Peapack-Gladstone Financial Corporation Common Stock
PGEN,Precigen Inc. Common Stock
PGNY,Progyny Inc. Common Stock
PGP,Pimco Global Stocksplus & Income Fund Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest
PGR,Progressive Corporation (The) Common Stock
PGRE,Paramount Group Inc. Common Stock
PGRW,Progress Acquisition Corp. Class A Common Stock
PGRWU,Progress Acquisition Corp. Units
PGSS,Pegasus Digital Mobility Acquisition Corp. Class A Ordinary Shares
PGTI,PGT Innovations Inc.
PGZ,Principal Real Estate Income Fund Common Shares of Beneficial Interest
PH,Parker-Hannifin Corporation Common Stock
PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares
PHAS,PhaseBio Pharmaceuticals Inc. Common Stock
PHAT,Phathom Pharmaceuticals Inc. Common Stock
PHCF,Puhui Wealth Investment Management Co. Ltd. Ordinary Shares
PHD,Pioneer Floating Rate Fund Inc.
PHG,Koninklijke Philips N.V. NY Registry Shares
PHGE,BiomX Inc. COmmon Stock
PHI,PLDT Inc. Sponsored ADR
PHIC,Population Health Investment Co. Inc. Class A Ordinary Share
PHICU,Population Health Investment Co. Inc. Unit
PHICW,Population Health Investment Co. Inc. Warrant
PHIO,Phio Pharmaceuticals Corp. Common Stock
PHK,Pimco High Income Fund Pimco High Income Fund
PHM,PulteGroup Inc. Common Stock
PHR,Phreesia Inc. Common Stock
PHT,Pioneer High Income Fund Inc.
PHUN,Phunware Inc. Common Stock
PHUNW,Phunware Inc. Warrants
PHVS,Pharvaris N.V. Ordinary Shares
PHX,PHX Minerals Inc. Common Stock
PHYT,Pyrophyte Acquisition Corp. Class A Ordinary Shares
PI,Impinj Inc. Common Stock
PIAI,Prime Impact Acquisition I Class A Ordinary Shares
PICC,Pivotal Investment Corporation III Class A Common Stock
PII,Polaris Inc. Common Stock
PIII,P3 Health Partners Inc. Class A Common Stock
PIIIW,P3 Health Partners Inc. Warrant
PIK,Kidpik Corp. Common Stock
PIM,Putnam Master Intermediate Income Trust Common Stock
PINC,Premier Inc. Class A Common Stock
PINE,Alpine Income Property Trust Inc. Common Stock
PING,Ping Identity Holding Corp. Common Stock
PINS,Pinterest Inc. Class A Common Stock
PIPP,Pine Island Acquisition Corp. Class A Common Stock
PIPR,Piper Sandler Companies Common Stock
PIRS,Pieris Pharmaceuticals Inc. Common Stock
PIXY,ShiftPixy Inc. Common Stock
PJT,PJT Partners Inc. Class A Common Stock
PK,Park Hotels & Resorts Inc. Common Stock 
PKBK,Parke Bancorp Inc. Common Stock
PKE,Park Aerospace Corp. Common Stock
PKG,Packaging Corporation of America Common Stock
PKI,PerkinElmer Inc. Common Stock
PKOH,Park-Ohio Holdings Corp. Common Stock
PKX,POSCO Holdings Inc. American Depositary Shares (Each representing 1/4th of a share of Common Stock)
PL,Planet Labs PBC Class A Common Stock
PLAB,Photronics Inc. Common Stock
PLAG,Planet Green Holdings Corp. Common Stock
PLAN,Anaplan Inc. Common Stock
PLAOU,Patria Latin American Opportunity Acquisition Corp. Unit
PLAY,Dave & Buster's Entertainment Inc. Common Stock
PLBC,Plumas Bancorp
PLBY,PLBY Group Inc. Common Stock
PLCE,Children's Place Inc. (The) Common Stock
PLD,Prologis Inc. Common Stock
PLG,Platinum Group Metals Ltd. Ordinary Shares (Canada)
PLL,Piedmont Lithium Inc. Common Stock
PLM,Polymet Mining Corporation Ordinary Shares (Canada)
PLMI,Plum Acquisition Corp. I Class A Ordinary Share
PLMIU,Plum Acquisition Corp. I Units
PLMIW,Plum Acquisition Corp. I Warrant
PLMR,Palomar Holdings Inc. Common stock
PLNT,Planet Fitness Inc. Common Stock
PLOW,Douglas Dynamics Inc. Common Stock
PLPC,Preformed Line Products Company Common Stock
PLRX,Pliant Therapeutics Inc. Common Stock
PLSE,Pulse Biosciences Inc Common Stock (DE)
PLTK,Playtika Holding Corp. Common Stock
PLTR,Palantir Technologies Inc. Class A Common Stock
PLUG,Plug Power Inc. Common Stock
PLUS,ePlus inc. Common Stock
PLX,Protalix BioTherapeutics Inc. (DE) Common Stock
PLXP,PLx Pharma Inc. Common Stock
PLXS,Plexus Corp. Common Stock
PLYA,Playa Hotels & Resorts N.V. Ordinary Shares
PLYM,Plymouth Industrial REIT Inc. Common Stock
PLYM^A,Plymouth Industrial REIT Inc. 7.50% Series A Cumulative Redeemable Preferred Stock
PM,Philip Morris International Inc Common Stock
PMCB,PharmaCyte  Biotech Inc. Common Stock
PMD,Psychemedics Corporation
PME,Pingtan Marine Enterprise Ltd.
PMF,PIMCO Municipal Income Fund Common Stock
PMGM,Priveterra Acquisition Corp. Class A Common Stock
PMGMU,Priveterra Acquisition Corp. Units
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest
PMM,Putnam Managed Municipal Income Trust Common Stock
PMO,Putnam Municipal Opportunities Trust Common Stock
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest
PMT^A,PennyMac Mortgage Investment Trust 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest
PMT^B,PennyMac Mortgage Investment Trust 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest
PMT^C,PennyMac Mortgage Investment Trust 6.75% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest
PMTS,CPI Card Group Inc. Common Stock
PMVC,PMV Consumer Acquisition Corp. Class A Common Stock
PMVP,PMV Pharmaceuticals Inc. Common Stock
PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest
PNBK,Patriot National Bancorp Inc. Common Stock
PNC,PNC Financial Services Group Inc. (The) Common Stock
PNC^P,PNC Financial Services Group Inc. (The) Depositary Shares Representing 1/4000th Perpetual Preferred Series P
PNF,PIMCO New York Municipal Income Fund Common Stock
PNFP,Pinnacle Financial Partners Inc. Common Stock
PNFPP,Pinnacle Financial Partners Inc. Depositary shares of Pinnacle Financial Partners Inc. each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series B
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest
PNM,PNM Resources Inc. (Holding Co.) Common Stock
PNNT,PennantPark Investment Corporation Common Stock
PNR,Pentair plc. Ordinary Share
PNRG,PrimeEnergy Resources Corporation Common Stock
PNT,POINT Biopharma Global Inc. Common Stock
PNTG,The Pennant Group Inc. Common Stock 
PNTM,Pontem Corporation Class A Ordinary Shares
PNW,Pinnacle West Capital Corporation Common Stock
POAI,Predictive Oncology Inc. Common Stock
PODD,Insulet Corporation Common Stock
POLA,Polar Power Inc. Common Stock
POLY,Plantronics Inc. Common Stock
POND,Angel Pond Holdings Corporation Class A Ordinary Shares
PONO,Pono Capital Corp Class A Common Stock
PONOW,Pono Capital Corp Warrant
POOL,Pool Corporation Common Stock
POR,Portland General Electric Co Common Stock
POSH,Poshmark Inc. Class A Common Stock
POST,Post Holdings Inc. Common Stock
POW,Powered Brands Class A Ordinary Shares
POWI,Power Integrations Inc. Common Stock
POWL,Powell Industries Inc. Common Stock
POWRU,Powered Brands Units
POWRW,Powered Brands Warrants
POWW,AMMO Inc. Common Stock
POWWP,AMMO Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock
PPBI,Pacific Premier Bancorp Inc
PPBT,Purple Biotech Ltd. American Depositary Shares
PPC,Pilgrim's Pride Corporation Common Stock
PPG,PPG Industries Inc. Common Stock
PPGH,Poema Global Holdings Corp. Class A Ordinary Share
PPGHU,Poema Global Holdings Corp. Unit
PPGHW,Poema Global Holdings Corp. Warrant
PPHP,PHP Ventures Acquisition Corp. Class A Common Stock
PPHPR,PHP Ventures Acquisition Corp. Rights
PPHPW,PHP Ventures Acquisition Corp. Warrants
PPIH,Perma-Pipe International Holdings Inc. Common Stock
PPL,PPL Corporation Common Stock
PPSI,Pioneer Power Solutions Inc. Common Stock
PPT,Putnam Premier Income Trust Common Stock
PPTA,Perpetua Resources Corp. Common Shares
PPYA,Papaya Growth Opportunity Corp. I Class A Common Stock
PPYAU,Papaya Growth Opportunity Corp. I Unit
PPYAW,Papaya Growth Opportunity Corp. I Warrant
PRA,ProAssurance Corporation Common Stock
PRAA,PRA Group Inc. Common Stock
PRAX,Praxis Precision Medicines Inc. Common Stock
PRBM,Parabellum Acquisition Corp. Class A Common Stock
PRCH,Porch Group Inc. Common Stock
PRCT,PROCEPT BioRobotics Corporation Common Stock
PRDO,Perdoceo Education Corporation Common Stock
PRDS,Pardes Biosciences Inc. Common Stock
PRE^J,PartnerRe Ltd. 4.875% Fixed Rate Non-Cumulative Redeemable Preferred Shares Series J
PRFT,Perficient Inc. Common Stock
PRFX,PainReform Ltd. Ordinary Shares
PRG,PROG Holdings Inc. Common Stock
PRGO,Perrigo Company plc Ordinary Shares
PRGS,Progress Software Corporation Common Stock (DE)
PRI,Primerica Inc. Common Stock
PRIF^D,Priority Income Fund Inc. 7.00% Series D Term Preferred Stock due 2029
PRIF^F,Priority Income Fund Inc. 6.625% Series F Term Preferred Stock due 2027
PRIF^G,Priority Income Fund Inc. 6.25% Series G Preferred Stock Due 2026
PRIF^H,Priority Income Fund Inc. 6.00% Series H Term Preferred Stock due 2026
PRIF^I,Priority Income Fund Inc. 6.125% Series I Term Preferred Stock due 2028
PRIF^J,Priority Income Fund Inc. 6.000% Series J Term Preferred Stock due 2028
PRIF^K,Priority Income Fund Inc. 7.000% Series K Cumulative Preferred Stock
PRIF^L,Priority Income Fund Inc. 6.375% Series L Term Preferred Stock Due 2029
PRIM,Primoris Services Corporation Common Stock
PRK,Park National Corporation Common Stock
PRLB,Proto Labs Inc. Common stock
PRLD,Prelude Therapeutics Incorporated Common Stock
PRLH,Pearl Holdings Acquisition Corp Class A Ordinary Shares
PRLHU,Pearl Holdings Acquisition Corp Unit
PRM,Perimeter Solutions SA Ordinary Shares
PRMW,Primo Water Corporation Common Stock
PRO,PROS Holdings Inc. Common Stock
PROC,Procaps Group S.A. Ordinary Shares
PROCW,Procaps Group S.A. Warrants
PROF,Profound Medical Corp. Common Stock
PROG,Progenity Inc. Common Stock
PROV,Provident Financial Holdings Inc. Common Stock
PRPB,CC Neuberger Principal Holdings II Class A Ordinary Shares
PRPC,CC Neuberger Principal Holdings III Class A Ordinary Shares
PRPH,ProPhase Labs Inc. Common Stock (DE)
PRPL,Purple Innovation Inc. Common Stock
PRPO,Precipio Inc.  Common Stock
PRQR,ProQR Therapeutics N.V. Ordinary Shares
PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058
PRSO,Peraso Inc. Common Stock
PRSR,Prospector Capital Corp. Class A Ordinary Shares
PRSRU,Prospector Capital Corp. Unit
PRSRW,Prospector Capital Corp. Warrants
PRT,PermRock Royalty Trust Trust Units
PRTA,Prothena Corporation plc Ordinary Shares
PRTC,PureTech Health plc American Depositary Shares
PRTG,Portage Biotech Inc. Common Stock
PRTH,Priority Technology Holdings Inc. Common Stock
PRTK,Paratek Pharmaceuticals Inc. Common Stock
PRTS,CarParts.com Inc. Common Stock
PRTY,Party City Holdco Inc. Common Stock
PRU,Prudential Financial Inc. Common Stock
PRVA,Privia Health Group Inc. Common Stock
PRVB,Provention Bio Inc. Common Stock
PSA,Public Storage Common Stock
PSA^F,Public Storage Depositary Shares Each Representing 1/1000 of a 5.15% Cumulative Preferred Share of Beneficial Interest Series F par value $0.01 per share
PSA^G,Public Storage Depositary Shares Each Representing 1/1000 of a 5.05% Cumulative Preferred Share of Beneficial Interest Series G
PSA^H,Public Storage Depositary Shares Each Representing 1/1000 of a  5.60% Cumulative Preferred  Share of Beneficial Interest Series H
PSA^I,Public Storage Depositary Shares Each Representing 1/1000 of a 4.875% Cumulative Preferred Share of Beneficial Interest Series I par value $0.01 per share
PSA^J,Public Storage Depositary Shares Each Representing 1/1000 of a 4.700% Cumulative Preferred Share of Beneficial Interest Series J par value $0.01 per share
PSA^K,Public Storage Depositary Shares Each Representing 1/1000 of a 4.75% Cumulative Preferred Share of Beneficial Interest Series K
PSA^L,Public Storage Depositary Shares Each Representing 1/1000 of a 4.625% Cumulative Preferred Share of Beneficial Interest Series L par value $0.01 per share
PSA^M,Public Storage Depositary Shares Each Representing 1/1000 of a 4.125% Cumulative Preferred Share of Beneficial Interest Series M
PSA^N,Public Storage Depositary Shares Each Representing 1/1000 of a 3.875% Cumulative Preferred Share of Beneficial Interest Series N
PSA^O,Public Storage Depositary Shares Each Representing 1/1000 of a 3.900% Cumulative Preferred Share of Beneficial Interest Series O
PSA^P,Public Storage Depositary Shares Each Representing 1/1000 of a 4.000% Cumulative Preferred Share of Bene cial Interest Series P
PSA^Q,Public Storage Depositary Shares Each Representing 1/1000 of a 3.950% Cumulative Preferred Share of Beneficial Interest Series Q par value $0.01 per share
PSA^R,Public Storage Depositary Shares Each Representing 1/1000 of a 4.00% Cumulative Preferred Share of Bene cial Interest Series R
PSA^S,Public Storage Depositary Shares Each Representing 1/1000 of a 4.100% Cumulative Preferred Share of Beneficial Interest Series S
PSAG,Property Solutions Acquisition Corporation II Class A Common Stock
PSAGU,Property Solutions Acquisition Corporation II Units
PSAGW,Property Solutions Acquisition Corporation II Warrant
PSB,PS Business Parks Inc. (MD) Common Stock
PSB^X,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 5.25% Cumulative Preferred Stock Series X
PSB^Y,PS Business Parks Inc. 5.20% Cumulative Preferred Stock Series Y
PSB^Z,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 4.875% Cumulative Preferred Stock Series Z  par value $0.01 per share
PSEC,Prospect Capital Corporation Common Stock
PSEC^A,Prospect Capital Corporation 5.35% Series A Fixed Rate Cumulative Perpetual Preferred Stock
PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock
PSFE,Paysafe Limited Common Shares
PSHG,Performance Shipping Inc. Common Shares
PSMT,PriceSmart Inc. Common Stock
PSN,Parsons Corporation Common Stock
PSNL,Personalis Inc. Common Stock
PSO,Pearson Plc Common Stock
PSPC,Post Holdings Partnering Corporation Series A Common Stock
PSTG,Pure Storage Inc. Class A Common Stock
PSTH,Pershing Square Tontine Holdings Ltd. Class A Common Stock
PSTI,Pluristem Therapeutics Inc. Common Stock
PSTL,Postal Realty Trust Inc. Class A Common Stock
PSTV,PLUS THERAPEUTICS Inc. Common Stock 
PSTX,Poseida Therapeutics Inc. Common Stock
PSX,Phillips 66 Common Stock
PT,Pintec Technology Holdings Limited American Depositary Shares
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest
PTC,PTC Inc. Common Stock
PTCT,PTC Therapeutics Inc. Common Stock
PTE,PolarityTE Inc. Common Stock
PTEN,Patterson-UTI Energy Inc. Common Stock
PTGX,Protagonist Therapeutics Inc. Common Stock
PTIX,Protagenic Therapeutics Inc. Common Stock
PTLO,Portillo's Inc. Class A Common Stock
PTMN,Portman Ridge Finance Corporation Common Stock
PTN,Palatin Technologies Inc. Common Stock
PTNR,Partner Communications Company Ltd. American Depositary Shares
PTOC,Pine Technology Acquisition Corp. Class A Common Stock
PTOCU,Pine Technology Acquisition Corp. Unit
PTOCW,Pine Technology Acquisition Corp. Warrant
PTON,Peloton Interactive Inc. Class A Common Stock
PTPI,Petros Pharmaceuticals Inc. Common Stock
PTR,PetroChina Company Limited Common Stock
PTRA,Proterra Inc. Common Stock
PTRS,Partners Bancorp Common Stock
PTSI,P.A.M. Transportation Services Inc. Common Stock
PTVE,Pactiv Evergreen Inc. Common stock
PTY,Pimco Corporate & Income Opportunity Fund
PUBM,PubMatic Inc. Class A Common Stock
PUCK,Goal Acquisitions Corp. Common Stock
PUCKU,Goal Acquisitions Corp. Unit
PUCKW,Goal Acquisitions Corp. Warrant
PUK,Prudential Public Limited Company Common Stock
PULM,Pulmatrix Inc. Common Stock
PUMP,ProPetro Holding Corp. Common Stock
PUYI,Puyi Inc. American Depository Shares
PV,Primavera Capital Acquisition Corporation Class A Ordinary Shares
PVBC,Provident Bancorp Inc. (MD) Common Stock
PVH,PVH Corp. Common Stock
PVL,Permianville Royalty Trust Trust Units 
PW,Power REIT (MD) Common Stock
PW^A,Power REIT 7.75% Series A Cumulative Perpetual Preferred Stock
PWFL,PowerFleet Inc. Common Stock
PWOD,Penns Woods Bancorp Inc. Common Stock
PWP,Perella Weinberg Partners Class A Common Stock
PWPPW,Perella Weinberg Partners Warrant
PWR,Quanta Services Inc. Common Stock
PWSC,PowerSchool Holdings Inc. Class A Common Stock
PWUPU,PowerUp Acquisition Corp. Unit
PX,P10 Inc. Class A Common Stock
PXD,Pioneer Natural Resources Company Common Stock
PXLW,Pixelworks Inc.  Common Stock
PXS,Pyxis Tankers Inc. Common Stock
PXSAP,Pyxis Tankers Inc. 7.75% Series A Cumulative Convertible Preferred Shares
PXSAW,Pyxis Tankers Inc. Warrant
PYCR,Paycor HCM Inc. Common Stock
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest
PYPD,PolyPid Ltd. Ordinary Shares
PYPL,PayPal Holdings Inc. Common Stock
PYR,PyroGenesis Canada Inc. Common Shares
PYS,Merrill Lynch Depositor Inc PPlus Tr Ser RRD-1 Tr Ctf Cl A
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate
PYXS,Pyxis Oncology Inc. Common Stock
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest
PZG,Paramount Gold Nevada Corp. Common Stock
PZN,Pzena Investment Management Inc Class A Common Stock
PZZA,Papa John's International Inc. Common Stock
QCOM,QUALCOMM Incorporated Common Stock
QCRH,QCR Holdings Inc. Common Stock
QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share
QDEL,Quidel Corporation Common Stock
QFIN,360 DigiTech Inc. American Depositary Shares
QFTA,Quantum FinTech Acquisition Corporation Common Stock
QGEN,Qiagen N.V. Common Shares 
QH,Quhuo Limited American Depository Shares
QIPT,Quipt Home Medical Corp. Common Shares
QK,Q&K International Group Limited American Depositary Shares
QLGN,Qualigen Therapeutics Inc. Common Stock
QLI,Qilian International Holding Group Ltd. Ordinary Shares
QLYS,Qualys Inc. Common Stock
QMCO,Quantum Corporation Common Stock
QNGY,Quanergy Systems Inc. Common Stock
QNRX,Quoin Pharmaceuticals Ltd. American Depositary Shares
QNST,QuinStreet Inc. Common Stock
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest
QRHC,Quest Resource Holding Corporation Common Stock
QRTEA,Qurate Retail Inc. Series A Common Stock 
QRTEB,Qurate Retail Inc. Series B Common Stock 
QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock
QRVO,Qorvo Inc. Common Stock
QS,QuantumScape Corporation Class A Common Stock
QSI,Quantum-Si Incorporated Class A Common Stock
QSIAW,Quantum-Si Incorporated Warrant
QSR,Restaurant Brands International Inc. Common Shares
QTEK,QualTek Services Inc. Class A Common Stock
QTEKW,QualTek Services Inc. Warrant
QTNT,Quotient Limited Ordinary Shares
QTRX,Quanterix Corporation Common Stock
QTT,Qutoutiao Inc. American Depositary Shares
QTWO,Q2 Holdings Inc. Common Stock
QUAD,Quad Graphics Inc Class A Common Stock
QUBT,Quantum Computing Inc. Common Stock
QUIK,QuickLogic Corporation Common Stock
QUMU,Qumu Corporation Common Stock
QUOT,Quotient Technology Inc. Common Stock
QURE,uniQure N.V. Ordinary Shares
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067
R,Ryder System Inc. Common Stock
RA,Brookfield Real Assets Income Fund Inc. Common Stock
RAAS,Cloopen Group Holding Limited American Depositary Shares each representing two Class A Ordinary Shares
RACB,Research Alliance Corp. II Class A Common Stock
RACE,Ferrari N.V. Common Shares
RACYU,Relativity Acquisition Corp. Unit
RAD,Rite Aid Corporation Common Stock
RADA,RADA Electronic Industries Ltd. Ordinary Shares
RADI,Radius Global Infrastructure Inc. Class A Common Stock
RAIL,FreightCar America Inc. Common Stock
RAIN,Rain Therapeutics Inc. Common Stock
RAM,Aries I Acquisition Corporation Class A Ordinary Share
RAMMU,Aries I Acquisition Corporation Unit
RAMMW,Aries I Acquisition Corporation Warrant
RAMP,LiveRamp Holdings Inc. Common Stock
RAND,Rand Capital Corporation Common Stock
RANI,Rani Therapeutics Holdings Inc. Class A Common Stock
RAPT,RAPT Therapeutics Inc. Common Stock
RARE,Ultragenyx Pharmaceutical Inc. Common Stock
RAVE,Rave Restaurant Group Inc. Common Stock
RBA,Ritchie Bros. Auctioneers Incorporated Common Stock
RBAC,RedBall Acquisition Corp. Class A Ordinary Shares
RBB,RBB Bancorp Common Stock
RBBN,Ribbon Communications Inc. Common Stock
RBCAA,Republic Bancorp Inc. Class A Common Stock
RBCN,Rubicon Technology Inc. Common Stock
RBKB,Rhinebeck Bancorp Inc. Common Stock
RBLX,Roblox Corporation Class A Common Stock
RBOT,Vicarious Surgical Inc. Class A Common Stock
RC,Ready Capital Corproation Common Stock
RC^C,Ready Capital Corporation 6.25% Series C Cumulative Convertible Preferred Stock
RC^E,Ready Capital Corporation 6.50% Series E Cumulative Redeemable Preferred Stock
RCA,Ready Capital Corporation 7.00% Convertible Senior Notes due 2023
RCAC,Revelstone Capital Acquisition Corp. Class A Common Stock
RCACU,Revelstone Capital Acquisition Corp. Unit
RCACW,Revelstone Capital Acquisition Corp. Warrant
RCAT,Red Cat Holdings Inc. Common Stock
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026
RCEL,Avita Medical Inc. Common Stock
RCFA,RCF Acquisition Corp. Class A Ordinary Shares
RCG,RENN Fund Inc Common Stock
RCHG,Recharge Acquisition Corp. Class A Common Stock
RCHGU,Recharge Acquisition Corp. Unit
RCHGW,Recharge Acquisition Corp. Warrant
RCI,Rogers Communication Inc. Common Stock
RCII,Rent-A-Center Inc. Common Stock
RCKT,Rocket Pharmaceuticals Inc. Common Stock
RCKY,Rocky Brands Inc. Common Stock
RCL,D/B/A Royal Caribbean Cruises Ltd. Common Stock
RCLF,Rosecliff Acquisition Corp I Class A Common Stock
RCLFU,Rosecliff Acquisition Corp I Unit
RCLFW,Rosecliff Acquisition Corp I Warrants
RCM,R1 RCM Inc. Common Stock
RCMT,RCM Technologies Inc. Common Stock
RCON,Recon Technology Ltd. Class A Ordinary Shares
RCOR,Renovacor Inc. Common Stock
RCRT,Recruiter.com Group Inc. Common Stock
RCRTW,Recruiter.com Group Inc. Warrant
RCS,PIMCO Strategic Income Fund Inc.
RCUS,Arcus Biosciences Inc. Common Stock
RDBX,Redbox Entertainment Inc. Class A Common Stock
RDBXW,Redbox Entertainment Inc. Warrant
RDCM,Radcom Ltd. Ordinary Shares
RDFN,Redfin Corporation Common Stock
RDHL,Redhill Biopharma Ltd. American Depositary Shares
RDI,Reading International Inc Class A Common Stock
RDIB,Reading International Inc Class B Common Stock
RDN,Radian Group Inc. Common Stock
RDNT,RadNet Inc. Common Stock
RDUS,Radius Health Inc. Common Stock
RDVT,Red Violet Inc. Common Stock 
RDW,Redwire Corporation Common Stock
RDWR,Radware Ltd. Ordinary Shares
RDY,Dr. Reddy's Laboratories Ltd Common Stock
RE,Everest Re Group Ltd. Common Stock
REAL,The RealReal Inc. Common Stock
REAX,The Real Brokerage Inc. Common Shares
REDU,RISE Education Cayman Ltd American Depositary Shares
REE,REE Automotive Ltd. Class A Ordinary Shares
REEAW,REE Automotive Ltd. Warrant
REED,Reeds Inc. Common Stock
REFI,Chicago Atlantic Real Estate Finance Inc. Common Stock
REFR,Research Frontiers Incorporated Common Stock
REG,Regency Centers Corporation Common Stock
REGI,Renewable Energy Group Inc. Common Stock
REGN,Regeneron Pharmaceuticals Inc. Common Stock
REI,Ring Energy Inc. Common Stock
REKR,Rekor Systems Inc. Common Stock
RELI,Reliance Global Group Inc. Common Stock
RELIW,Reliance Global Group Inc. Series A Warrants
RELL,Richardson Electronics Ltd. Common Stock
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share)
RELY,Remitly Global Inc. Common Stock
RENN,Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares
RENO,Renovare Environmental Inc.  Common Stock
RENT,Rent the Runway Inc. Class A Common Stock
REPH,Recro Pharma Inc. Common Stock
REPL,Replimune Group Inc. Common Stock
REPX,Riley Exploration Permian Inc. Common Stock
RERE,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares)
RES,RPC Inc. Common Stock
RESN,Resonant Inc. Common Stock
RETA,Reata Pharmaceuticals Inc. Class A Common Stock
RETO,ReTo Eco-Solutions Inc. Common Shares
REV,Revlon Inc. New Common Stock
REVB,Revelation Biosciences Inc. Common Stock
REVBU,Revelation Biosciences Inc. Unit
REVBW,Revelation Biosciences Inc. Warrant
REVE,Alpine Acquisition Corporation Common Stock
REVEU,Alpine Acquisition Corporation Unit
REVEW,Alpine Acquisition Corporation Warrant
REVG,REV Group Inc. Common Stock
REVH,Revolution Healthcare Acquisition Corp. SAIL Class A Common Stock
REVHU,Revolution Healthcare Acquisition Corp. SAIL Units
REVHW,Revolution Healthcare Acquisition Corp. SAIL Warrant.
REX,REX American Resources Corporation
REXR,Rexford Industrial Realty Inc. Common Stock
REXR^B,Rexford Industrial Realty Inc. 5.875% Series B Cumulative Redeemable Preferred Stock
REXR^C,Rexford Industrial Realty Inc. 5.625% Series C Cumulative Redeemable Preferred Stock par value $0.01 per share
REYN,Reynolds Consumer Products Inc. Common Stock
REZI,Resideo Technologies Inc. Common Stock 
RF,Regions Financial Corporation Common Stock
RF^B,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B
RF^C,Regions Financial Corporation Depositary Shares each Representing a 1/40th Interest in a  Share of 5.700% Fixed-to-Floating Rate Non-Cumulative  Perpetual Preferred Stock Series C
RF^E,Regions Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.45% Non-Cumulative Perpetual Preferred Stock Series E
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock
RFIL,RF Industries Ltd. Common Stock
RFL,Rafael Holdings Inc. Class B Common Stock
RFM,RiverNorth Flexible Municipal Income Fund Inc. Common Stock
RFMZ,RiverNorth Flexible Municipal Income Fund II Inc. Common Stock
RFP,Resolute Forest Products Inc. Common Stock
